domain,phylum,order,class,family,genus,reads,sample
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Sinomonas,16,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Renibacterium,13,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Psychromicrobium,12,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Citricoccus,12,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Micrococcaceae,Neomicrococcus,11,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Intrasporangiaceae,Janibacter,94,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Intrasporangiaceae,Ornithinimicrobium,89,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Intrasporangiaceae,Serinicoccus,79,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Intrasporangiaceae,Intrasporangium,22,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Intrasporangiaceae,Phycicoccus,18,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Intrasporangiaceae,Arsenicicoccus,18,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermabacteraceae,Brachybacterium,192,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermabacteraceae,Dermabacter,66,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermabacteraceae,Devriesea,13,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Cellulomonadaceae,Cellulomonas,152,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Cellulomonadaceae,Oerskovia,13,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Cellulomonadaceae,Paraoerskovia,11,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Promicromonosporaceae,Cellulosimicrobium,54,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Promicromonosporaceae,Isoptericola,53,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Promicromonosporaceae,Xylanimicrobium,31,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Promicromonosporaceae,Xylanibacterium,25,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Brevibacteriaceae,Brevibacterium,152,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermacoccaceae,Luteipulveratus,27,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermacoccaceae,Kytococcus,33,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermacoccaceae,Dermacoccus,23,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Beutenbergiaceae,Miniimonas,39,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Beutenbergiaceae,Beutenbergia,32,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Bogoriellaceae,Georgenia,60,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Sanguibacteraceae,Sanguibacter,24,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Ruaniaceae,Ruania,22,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Dermatophilaceae,Austwickia,18,22001612560154
Bacteria,Actinobacteria,Micrococcales,Actinobacteria,Jonesiaceae,Jonesia,11,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Mycobacteriaceae,Mycobacterium,452,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Mycobacteriaceae,Mycolicibacterium,312,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Mycobacteriaceae,Mycobacteroides,465,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Mycobacteriaceae,Mycolicibacter,44,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Mycobacteriaceae,Hoyosella,11,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Corynebacteriaceae,Corynebacterium,1266,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Nocardiaceae,Rhodococcus,551,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Nocardiaceae,Nocardia,412,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Gordoniaceae,Gordonia,199,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Tsukamurellaceae,Tsukamurella,69,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Dietziaceae,Dietzia,57,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,,Lawsonella,25,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,,Tomitella,25,22001612560154
Bacteria,Actinobacteria,Corynebacteriales,Actinobacteria,Segniliparaceae,Segniliparus,17,22001612560154
Bacteria,Actinobacteria,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,1689,22001612560154
Bacteria,Actinobacteria,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Gardnerella,26,22001612560154
Bacteria,Actinobacteria,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Parascardovia,23,22001612560154
Bacteria,Actinobacteria,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Scardovia,18,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Nocardioides,401,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Aeromicrobium,100,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Friedmanniella,54,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Micropruina,42,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Kribbella,31,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Actinopolymorpha,27,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Pimelobacter,30,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Nocardioidaceae,Marmoricola,12,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Tessaracoccus,147,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Propionibacterium,118,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Acidipropionibacterium,102,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Microlunatus,73,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Cutibacterium,59,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Propionimicrobium,44,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Auraticoccus,38,22001612560154
Bacteria,Actinobacteria,Propionibacteriales,Actinobacteria,Propionibacteriaceae,Pseudopropionibacterium,21,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Amycolatopsis,272,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Pseudonocardia,196,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Saccharomonospora,117,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Actinoalloteichus,106,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Actinosynnema,78,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Allokutzneria,63,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Kutzneria,61,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Alloactinosynnema,52,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Saccharothrix,52,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Lentzea,49,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Saccharopolyspora,50,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Kibdelosporangium,34,22001612560154
Bacteria,Actinobacteria,Pseudonocardiales,Actinobacteria,Pseudonocardiaceae,Prauserella,25,22001612560154
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Micromonospora,633,22001612560154
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Actinoplanes,269,22001612560154
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Plantactinospora,57,22001612560154
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Salinispora,47,22001612560154
Bacteria,Actinobacteria,Micromonosporales,Actinobacteria,Micromonosporaceae,Verrucosispora,35,22001612560154
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinomyces,490,22001612560154
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Schaalia,170,22001612560154
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Trueperella,108,22001612560154
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Arcanobacterium,36,22001612560154
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Flaviflexus,26,22001612560154
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinobaculum,18,22001612560154
Bacteria,Actinobacteria,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinotignum,17,22001612560154
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Streptosporangiaceae,Streptosporangium,124,22001612560154
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Streptosporangiaceae,Nonomuraea,62,22001612560154
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Nocardiopsaceae,Nocardiopsis,116,22001612560154
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Nocardiopsaceae,Streptomonospora,39,22001612560154
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Nocardiopsaceae,Thermobifida,29,22001612560154
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Thermomonosporaceae,Actinomadura,151,22001612560154
Bacteria,Actinobacteria,Streptosporangiales,Actinobacteria,Thermomonosporaceae,Thermomonospora,30,22001612560154
Bacteria,Actinobacteria,Frankiales,Actinobacteria,Frankiaceae,Frankia,193,22001612560154
Bacteria,Actinobacteria,Frankiales,Actinobacteria,Frankiaceae,Jatrophihabitans,22,22001612560154
Bacteria,Actinobacteria,Jiangellales,Actinobacteria,Jiangellaceae,Jiangella,84,22001612560154
Bacteria,Actinobacteria,Geodermatophilales,Actinobacteria,Geodermatophilaceae,Modestobacter,31,22001612560154
Bacteria,Actinobacteria,Geodermatophilales,Actinobacteria,Geodermatophilaceae,Blastococcus,21,22001612560154
Bacteria,Actinobacteria,Geodermatophilales,Actinobacteria,Geodermatophilaceae,Geodermatophilus,15,22001612560154
Bacteria,Actinobacteria,Nakamurellales,Actinobacteria,Nakamurellaceae,Nakamurella,67,22001612560154
Bacteria,Actinobacteria,Catenulisporales,Actinobacteria,Catenulisporaceae,Catenulispora,65,22001612560154
Bacteria,Actinobacteria,Candidatus Nanopelagicales,Actinobacteria,Candidatus Nanopelagicaceae,Candidatus Planktophila,39,22001612560154
Bacteria,Actinobacteria,Candidatus Nanopelagicales,Actinobacteria,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,18,22001612560154
Bacteria,Actinobacteria,Glycomycetales,Actinobacteria,Glycomycetaceae,Stackebrandtia,37,22001612560154
Bacteria,Actinobacteria,Kineosporiales,Actinobacteria,Kineosporiaceae,Kineococcus,32,22001612560154
Bacteria,Actinobacteria,Actinopolysporales,Actinobacteria,Actinopolysporaceae,Actinopolyspora,23,22001612560154
Bacteria,Actinobacteria,,Actinobacteria,,Thermobispora,22,22001612560154
Bacteria,Actinobacteria,Acidothermales,Actinobacteria,Acidothermaceae,Acidothermus,17,22001612560154
Bacteria,Actinobacteria,Rubrobacterales,Rubrobacteria,Rubrobacteraceae,Rubrobacter,88,22001612560154
Bacteria,Actinobacteria,Rubrobacterales,Rubrobacteria,Baekduiaceae,Baekduia,43,22001612560154
Bacteria,Actinobacteria,Euzebyales,Nitriliruptoria,Euzebyaceae,Euzebya,52,22001612560154
Bacteria,Actinobacteria,Egicoccales,Nitriliruptoria,Egicoccaceae,Egicoccus,47,22001612560154
Bacteria,Actinobacteria,Egibacterales,Nitriliruptoria,Egibacteraceae,Egibacter,24,22001612560154
Bacteria,Actinobacteria,Solirubrobacterales,Thermoleophilia,Conexibacteraceae,Conexibacter,84,22001612560154
Bacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiia,Acidimicrobiaceae,Acidimicrobium,19,22001612560154
Bacteria,Cyanobacteria,Synechococcales,,Synechococcaceae,Synechococcus,319,22001612560154
Bacteria,Cyanobacteria,Synechococcales,,Synechococcaceae,Cyanobium,63,22001612560154
Bacteria,Cyanobacteria,Synechococcales,,Synechococcaceae,Thermosynechococcus,19,22001612560154
Bacteria,Cyanobacteria,Synechococcales,,Leptolyngbyaceae,Leptolyngbya,71,22001612560154
Bacteria,Cyanobacteria,Synechococcales,,Prochloraceae,Prochlorococcus,64,22001612560154
Bacteria,Cyanobacteria,Synechococcales,,Pseudanabaenaceae,Pseudanabaena,22,22001612560154
Bacteria,Cyanobacteria,Synechococcales,,Merismopediaceae,Synechocystis,16,22001612560154
Bacteria,Cyanobacteria,Synechococcales,,Chamaesiphonaceae,Chamaesiphon,14,22001612560154
Bacteria,Cyanobacteria,Nostocales,,Nostocaceae,Nostoc,153,22001612560154
Bacteria,Cyanobacteria,Nostocales,,Nostocaceae,Anabaena,56,22001612560154
Bacteria,Cyanobacteria,Nostocales,,Nostocaceae,Trichormus,20,22001612560154
Bacteria,Cyanobacteria,Nostocales,,Rivulariaceae,Calothrix,120,22001612560154
Bacteria,Cyanobacteria,Nostocales,,Aphanizomenonaceae,Dolichospermum,31,22001612560154
Bacteria,Cyanobacteria,Nostocales,,Aphanizomenonaceae,Sphaerospermopsis,13,22001612560154
Bacteria,Cyanobacteria,Nostocales,,Hapalosiphonaceae,Fischerella,23,22001612560154
Bacteria,Cyanobacteria,Nostocales,,Scytonemataceae,Scytonema,17,22001612560154
Bacteria,Cyanobacteria,Oscillatoriales,,Microcoleaceae,Microcoleus,18,22001612560154
Bacteria,Cyanobacteria,Oscillatoriales,,Microcoleaceae,Trichodesmium,17,22001612560154
Bacteria,Cyanobacteria,Oscillatoriales,,Microcoleaceae,Planktothrix,22,22001612560154
Bacteria,Cyanobacteria,Oscillatoriales,,Oscillatoriaceae,Moorea,16,22001612560154
Bacteria,Cyanobacteria,Oscillatoriales,,Oscillatoriaceae,Oscillatoria,17,22001612560154
Bacteria,Cyanobacteria,Oscillatoriales,,Coleofasciculaceae,Geitlerinema,32,22001612560154
Bacteria,Cyanobacteria,Oscillatoriales,,Cyanothecaceae,Cyanothece,30,22001612560154
Bacteria,Cyanobacteria,Oscillatoriales,,Gomontiellaceae,Crinalium,21,22001612560154
Bacteria,Cyanobacteria,Chroococcales,,Aphanothecaceae,Gloeothece,51,22001612560154
Bacteria,Cyanobacteria,Chroococcales,,Aphanothecaceae,Crocosphaera,20,22001612560154
Bacteria,Cyanobacteria,Chroococcales,,Aphanothecaceae,Rippkaea,17,22001612560154
Bacteria,Cyanobacteria,Chroococcales,,Microcystaceae,Microcystis,30,22001612560154
Bacteria,Cyanobacteria,Chroococcales,,Chroococcaceae,Geminocystis,28,22001612560154
Bacteria,Cyanobacteria,Chroococcales,,Cyanobacteriaceae,Cyanobacterium,14,22001612560154
Bacteria,Cyanobacteria,Gloeobacterales,Gloeobacteria,Gloeobacteraceae,Gloeobacter,48,22001612560154
Bacteria,Cyanobacteria,Pleurocapsales,,Dermocarpellaceae,Stanieria,26,22001612560154
Bacteria,Cyanobacteria,Pleurocapsales,,Hyellaceae,Pleurocapsa,13,22001612560154
Bacteria,Cyanobacteria,Gloeoemargaritales,,Gloeomargaritaceae,Gloeomargarita,35,22001612560154
Bacteria,Cyanobacteria,Chroococcidiopsidales,,Chroococcidiopsidaceae,Chroococcidiopsis,25,22001612560154
Bacteria,Tenericutes,Mycoplasmatales,Mollicutes,Mycoplasmataceae,Mycoplasma,386,22001612560154
Bacteria,Tenericutes,Mycoplasmatales,Mollicutes,Mycoplasmataceae,Ureaplasma,20,22001612560154
Bacteria,Tenericutes,Mycoplasmatales,Mollicutes,Mycoplasmataceae,Candidatus Hepatoplasma,16,22001612560154
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Spiroplasmataceae,Spiroplasma,165,22001612560154
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Entomoplasmataceae,Mesoplasma,66,22001612560154
Bacteria,Tenericutes,Entomoplasmatales,Mollicutes,Entomoplasmataceae,Entomoplasma,11,22001612560154
Bacteria,Tenericutes,Acholeplasmatales,Mollicutes,Acholeplasmataceae,Acholeplasma,140,22001612560154
Bacteria,Tenericutes,Acholeplasmatales,Mollicutes,Acholeplasmataceae,Candidatus Phytoplasma,60,22001612560154
Bacteria,Tenericutes,,,,Candidatus Izimaplasma,29,22001612560154
Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci,Deinococcaceae,Deinococcus,546,22001612560154
Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci,Trueperaceae,Truepera,31,22001612560154
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Thermus,132,22001612560154
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Oceanithermus,30,22001612560154
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Meiothermus,25,22001612560154
Bacteria,Deinococcus-Thermus,Thermales,Deinococci,Thermaceae,Marinithermus,101,22001612560154
Bacteria,Chloroflexi,Dehalococcoidales,Dehalococcoidia,Dehalococcoidaceae,Dehalococcoides,93,22001612560154
Bacteria,Chloroflexi,,Dehalococcoidia,,Dehalogenimonas,56,22001612560154
Bacteria,Chloroflexi,Caldilineales,Caldilineae,Caldilineaceae,Caldilinea,108,22001612560154
Bacteria,Chloroflexi,Chloroflexales,Chloroflexia,Roseiflexaceae,Roseiflexus,60,22001612560154
Bacteria,Chloroflexi,Chloroflexales,Chloroflexia,Chloroflexaceae,Chloroflexus,39,22001612560154
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Pelolinea,32,22001612560154
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Anaerolinea,22,22001612560154
Bacteria,Chloroflexi,Anaerolineales,Anaerolineae,Anaerolineaceae,Brevefilum,20,22001612560154
Bacteria,Chloroflexi,Ardenticatenales,Ardenticatenia,Ardenticatenaceae,Candidatus Promineofilum,51,22001612560154
Bacteria,Chloroflexi,Sphaerobacterales,Thermomicrobia,Sphaerobacteraceae,Sphaerobacter,37,22001612560154
Bacteria,Chloroflexi,Thermomicrobiales,Thermomicrobia,Thermomicrobiaceae,Thermomicrobium,12,22001612560154
Bacteria,Armatimonadetes,Fimbriimonadales,Fimbriimonadia,Fimbriimonadaceae,Fimbriimonas,31,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Bacteroidaceae,Bacteroides,319531,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Rikenellaceae,Alistipes,96312,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Rikenellaceae,Mucinivorans,93,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Tannerellaceae,Parabacteroides,43875,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Tannerellaceae,Tannerella,452,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Odoribacteraceae,Butyricimonas,20337,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Odoribacteraceae,Odoribacter,13018,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Prevotellaceae,Paraprevotella,4655,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Prevotellaceae,Prevotella,1465,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Prevotellaceae,Alloprevotella,139,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Barnesiellaceae,Barnesiella,1534,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Muribaculaceae,Muribaculum,880,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Muribaculaceae,Duncaniella,531,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Porphyromonadaceae,Porphyromonas,326,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Porphyromonadaceae,Petrimonas,137,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Porphyromonadaceae,Fermentimonas,90,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Dysgonamonadaceae,Proteiniphilum,99,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,,Candidatus Azobacteroides,95,22001612560154
Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia,Paludibacteraceae,Paludibacter,86,22001612560154
Bacteria,Bacteroidetes,Marinilabiliales,Bacteroidia,Prolixibacteraceae,Draconibacterium,99,22001612560154
Bacteria,Bacteroidetes,Marinilabiliales,Bacteroidia,Marinilabiliaceae,Alkalitalea,31,22001612560154
Bacteria,Bacteroidetes,Marinilabiliales,Bacteroidia,Salinivirgaceae,Salinivirga,22,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Chryseobacterium,756,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Flavobacterium,467,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Capnocytophaga,241,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Gramella,116,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Elizabethkingia,229,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Polaribacter,103,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Tenacibaculum,71,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Maribacter,62,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Nonlabens,60,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Myroides,56,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Formosa,47,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Aquimarina,44,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Riemerella,40,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Cellulophaga,36,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Winogradskyella,35,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Salegentibacter,43,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Dokdonia,31,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Lacinutrix,33,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Antarcticibacterium,30,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Muricauda,28,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Robiginitalea,28,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Lutibacter,28,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Ornithobacterium,27,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Zobellia,23,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Aequorivita,23,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Apibacter,20,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Arenibacter,19,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Zunongwangia,30,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Flavivirga,17,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Mariniflexile,17,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Algibacter,19,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Gilvibacter,17,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Changchengzhania,15,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Kordia,14,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Empedobacter,15,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Cloacibacterium,16,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Wenyingzhuangia,14,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Olleya,17,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Siansivirga,13,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Muriicola,12,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Weeksella,12,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Croceibacter,10,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Flavobacteriaceae,Sediminicola,10,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Blattabacteriaceae,Blattabacterium,37,22001612560154
Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia,Cryomorphaceae,Owenweeksia,18,22001612560154
