# contig	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
k99_112325	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_112542	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_112556	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.64;0.64;0.64;0.64;0.64;0.64;0.64	Bacteria: 1.00	Bacteroidetes: 0.64	Bacteroidia: 0.64	Bacteroidales: 0.64	Bacteroidaceae: 0.64	Bacteroides: 0.64	not classified
k99_112644	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_112780	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.91;0.91;0.91;0.91;0.91;0.91;0.91	Bacteria: 1.00	Bacteroidetes: 0.91	Bacteroidia: 0.91	Bacteroidales: 0.91	Bacteroidaceae: 0.91	Bacteroides: 0.91	not classified
k99_113076	classified	based on 8/9 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97;0.69;0.54	Bacteria: 1.00	Bacteroidetes: 0.97	Bacteroidia: 0.97	Bacteroidales: 0.97	Prevotellaceae: 0.69	Prevotella: 0.54	not classified
k99_113090	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_113233	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;1926672;1852370*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.64;0.64	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotellamassilia: 0.64	Prevotellamassilia timonensis*: 0.64
k99_113307	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_113343	classified	based on 10/10 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.61;0.61	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.61	Clostridiales: 0.61	not classified	not classified	not classified
k99_113358	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_113472	classified	based on 10/10 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_113545	classified	based on 4/4 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.90;0.90;0.90;0.90;0.90;0.90	Bacteria: 1.00	Verrucomicrobia: 0.90	Verrucomicrobiae: 0.90	Verrucomicrobiales: 0.90	Akkermansiaceae: 0.90	Akkermansia*: 0.90	not classified
k99_113619	classified	based on 5/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816;139043;1262743	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.64;0.64;0.64;0.64	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 0.64	Bacteroides: 0.64	Bacteroides sp. CAG:598: 0.64
k99_113626	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 1.00	Parabacteroides: 1.00	not classified
k99_113654	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_113809	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.81;0.81	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 0.81	Blautia: 0.81	not classified
k99_113838	classified	based on 17/18 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.60;0.60	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 0.60	not classified
k99_113920	classified	based on 16/17 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 1.00	not classified
k99_114029	unclassified	hits not found in taxonomy files
k99_114046	classified	based on 22/22 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.78;0.78	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 0.78	not classified
k99_114324	classified	based on 6/6 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106	1.00;1.00;1.00;1.00;1.00;0.97;0.97;0.97;0.97	Bacteria: 1.00	Actinobacteria: 1.00	Coriobacteriia: 0.97	Coriobacteriales: 0.97	Coriobacteriaceae: 0.97	Collinsella: 0.97	not classified
k99_114389	classified	based on 6/6 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106;2637548;2292334	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Actinobacteria: 1.00	Coriobacteriia: 1.00	Coriobacteriales: 1.00	Coriobacteriaceae: 1.00	Collinsella: 1.00	Collinsella sp. TF09-1AT: 1.00
k99_114434	classified	based on 6/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;333046;909656;821	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.80;0.80;0.62	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	NA	Phocaeicola: 0.80	Phocaeicola vulgatus: 0.62
k99_114466	classified	based on 9/9 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Verrucomicrobia: 1.00	Verrucomicrobiae: 1.00	Verrucomicrobiales: 1.00	Akkermansiaceae: 1.00	Akkermansia*: 1.00	not classified
k99_114621	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.77;0.77;0.77;0.77;0.77	Bacteria: 1.00	Bacteroidetes: 0.77	Bacteroidia: 0.77	Bacteroidales: 0.77	not classified	not classified	not classified
k99_114636	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_114858	classified	based on 11/11 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_114965	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.95;0.95;0.95;0.95;0.95	Bacteria: 1.00	Bacteroidetes: 0.95	Bacteroidia: 0.95	Bacteroidales: 0.95	not classified	not classified	not classified
k99_115104	classified	based on 4/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_115144	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_115199	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.83;0.83;0.83;0.83;0.83;0.83;0.83	Bacteria: 1.00	Bacteroidetes: 0.83	Bacteroidia: 0.83	Bacteroidales: 0.83	Bacteroidaceae: 0.83	Bacteroides: 0.83	not classified
k99_115341	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Blautia: 1.00	not classified
k99_115422	classified	based on 1/12 ORFs	1;131567;2;1783272;1239;84086;1852887	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	NA	NA	NA	NA	Firmicutes bacterium ADurb.Bin262: 1.00
k99_115500	classified	based on 8/8 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_115636	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_115667	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_115772	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.71	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 0.71	not classified	not classified
k99_115931	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.81;0.81	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 0.81	Roseburia: 0.81	not classified
k99_115966	unclassified	hits not found in taxonomy files
k99_116003	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.92	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 0.92	not classified
k99_116034	classified	based on 8/8 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_116135	classified	based on 14/14 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.89;0.89	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 0.89	Parabacteroides: 0.89	not classified
k99_116304	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_116325	classified	based on 2/2 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.74;0.74;0.74;0.74;0.74;0.74	Bacteria: 1.00	Verrucomicrobia: 0.74	Verrucomicrobiae: 0.74	Verrucomicrobiales: 0.74	Akkermansiaceae: 0.74	Akkermansia*: 0.74	not classified
k99_116503	classified	based on 2/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
k99_116526	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;1.00;1.00;0.78;0.78;0.78	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.78	Clostridiales: 0.78	Lachnospiraceae: 0.78	not classified	not classified
k99_116870	classified	based on 8/8 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;0.95;0.95	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 0.95	Clostridiales: 0.95	not classified	not classified	not classified
k99_117038	classified	based on 20/20 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97	Bacteria: 1.00	Bacteroidetes: 0.97	Bacteroidia: 0.97	Bacteroidales: 0.97	not classified	not classified	not classified
k99_117186	classified	based on 10/10 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_117320	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 1.00	Ruminococcus: 1.00	not classified
k99_117385	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.93;0.93;0.93;0.93;0.93;0.93;0.93	Bacteria: 1.00	Bacteroidetes: 0.93	Bacteroidia: 0.93	Bacteroidales: 0.93	Bacteroidaceae: 0.93	Bacteroides: 0.93	not classified
k99_1176	classified	based on 6/6 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_117782	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.80;0.80;0.67;0.67;0.67;0.67;0.67	Bacteria: 0.80	Bacteroidetes: 0.67	Bacteroidia: 0.67	Bacteroidales: 0.67	not classified	not classified	not classified
k99_117788	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_11791	classified	based on 10/10 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_118280	classified	based on 6/6 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.95;0.95;0.57;0.57;0.57;0.57	Bacteria: 1.00	Firmicutes: 0.95	Clostridia: 0.57	Clostridiales: 0.57	Clostridiaceae: 0.57	Clostridium: 0.57	not classified
k99_118388	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;84374;1262925	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.88;0.88	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	Prevotella sp. CAG:386: 0.88
k99_118391	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.91;0.91;0.91;0.91;0.91;0.91;0.91	Bacteria: 1.00	Bacteroidetes: 0.91	Bacteroidia: 0.91	Bacteroidales: 0.91	Rikenellaceae: 0.91	Alistipes: 0.91	not classified
k99_118449	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;84374;1262930	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.53;0.53;0.53	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 0.53	Prevotella sp. CAG:5226: 0.53
k99_118453	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_118787	classified	based on 10/10 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.90;0.90;0.90;0.90;0.90;0.90	Bacteria: 1.00	Verrucomicrobia: 0.90	Verrucomicrobiae: 0.90	Verrucomicrobiales: 0.90	Akkermansiaceae: 0.90	Akkermansia*: 0.90	not classified
k99_118809	classified	based on 9/9 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_118815	classified	based on 5/6 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 1.00	Roseburia: 1.00	not classified
k99_11883	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_118836	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	not classified	not classified
k99_11892	classified	based on 7/7 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934*	1.00;1.00;1.00;0.85;0.85;0.85;0.85;0.85;0.85	Bacteria: 1.00	Verrucomicrobia: 0.85	Verrucomicrobiae: 0.85	Verrucomicrobiales: 0.85	Akkermansiaceae: 0.85	Akkermansia*: 0.85	not classified
k99_118943	classified	based on 4/4 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	not classified	not classified	not classified	not classified	not classified
k99_118982	classified	based on 7/8 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_118987	classified	based on 7/7 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	not classified	not classified	not classified	not classified	not classified	not classified
k99_119637	classified	based on 2/2 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838;84374;1262930	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	Prevotella sp. CAG:5226: 1.00
k99_119639	classified	based on 9/9 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.93;0.93	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Lachnospiraceae: 0.93	Roseburia: 0.93	not classified
k99_119908	classified	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_12006	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;171552;838	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Prevotellaceae: 1.00	Prevotella: 1.00	not classified
k99_120222	classified	based on 9/10 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106;2637548;2292316	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.99;0.96;0.86;0.86	Bacteria: 1.00	Actinobacteria: 1.00	Coriobacteriia: 1.00	Coriobacteriales: 1.00	Coriobacteriaceae: 0.99	Collinsella: 0.96	Collinsella sp. AM34-10: 0.86
k99_120262	classified	based on 7/7 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851	1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.59;0.59	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	Ruminococcaceae: 0.59	Faecalibacterium: 0.59	not classified
k99_120488	classified	based on 1/14 ORFs	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	not classified	not classified	not classified	not classified
k99_120677	classified	based on 11/11 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Firmicutes: 1.00	Clostridia: 1.00	Clostridiales: 1.00	not classified	not classified	not classified
k99_120752	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_120789	classified	based on 7/7 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.96;0.96	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 0.96	Parabacteroides: 0.96	not classified
k99_120816	classified	based on 6/6 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.85;0.85	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 0.85	Bacteroides: 0.85	not classified
k99_120869	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Rikenellaceae: 1.00	Alistipes: 1.00	not classified
k99_12089	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.62;0.62;0.62;0.62;0.62	Bacteria: 1.00	Bacteroidetes: 0.62	Bacteroidia: 0.62	Bacteroidales: 0.62	not classified	not classified	not classified
k99_120896	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	not classified	not classified	not classified
k99_120928	classified	based on 4/4 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Tannerellaceae: 1.00	Parabacteroides: 1.00	not classified
k99_121092	classified	based on 5/5 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 1.00	Bacteroidales: 1.00	Bacteroidaceae: 1.00	Bacteroides: 1.00	not classified
